Date,Topic,XLSX_URL,PDF_URL,FILENAME
15.01.2020,Erneute Abstimmung über das Mandat „Einsatz bewaffneter deutscher Streitkräfte im Irak“ im Deutschen Bundestag,/resource/blob/677792/379a405f9f42b9f23e1cfd672e8034c5/20200115_xls.xlsx,/resource/blob/677790/e105b33d04822955bace321f4f14983d/20200115_1.pdf,a5da6b61-ca5a-40a4-a3b2-9b5d4a26d7b1
20.12.2019,Beschlussempfehlung des Verteidigungsausschusses zum Antrag der FDP,/resource/blob/674772/3e923e24e789f54420ff4528714f471e/20191220_1_xls.xlsx,/resource/blob/674768/7b5d5c6eb156ce798671df42a9357437/20191220_1.pdf,dd411744-13e0-4c04-b212-52f2d7f7eb9c
20.12.2019,"Antrag DIE Linke - Keine Anschaffung, sondern Ächtung bewaffneter Drohnen",/resource/blob/674774/be841d4b20d1fe1edfea32d9befb229b/20191220_2_xls.xlsx,/resource/blob/674770/afeed50db4b905c3c1717fb088588fe8/20191220_2.pdf,431c04a2-da12-478c-9bdd-a86a946150df
19.12.2019,Entschließungsantrag der Fraktion Die Linke zur Änderung des Bundesnaturschutzgesetzes,/resource/blob/674634/9be9256a8b521447a33ecf47f5080bda/20191219_5_xls.xlsx,/resource/blob/674628/659eaeb0809e77c90ab4d08e9b2dcc8d/20191219_5.pdf,34ac666d-7d17-404b-a3b7-4d0cd4f67e37
19.12.2019,Gesetzentwurf des Bundesregierung zur Änderung des Bundesnaturschutzgesetzes,/resource/blob/674632/f88f2d116e213153efc2087548473bbb/20191219_4_xls.xlsx,/resource/blob/674626/013cb0533fbfd81bbaa36ff03f6e5be6/20191219_4.pdf,ac443ad5-b9f1-49cc-a67c-65741929be27
19.12.2019,Gesetzentwurf der Fraktion der FDP zum Wolfsmanagement,/resource/blob/674636/469c40e99ed0ae17a88664e472cfd4ce/20191219_6_xls.xlsx,/resource/blob/674630/0b030d70ebd48b87031bbceae66fa645/20191219_6.pdf,9f9f974a-8dad-4618-8e9a-bee6bf8187b4
19.12.2019,Gesetz zur Umsetzung des Klimaschutzprogramms 2030 im Steuerrecht,/resource/blob/674554/f4643823ccaa8a19fb909de003a5646f/20191219_3_xls.xlsx,/resource/blob/674552/3df3649f12ae1759e75f5e5d152106e2/20191219_3.pdf,9354f7b3-ca3b-4f2a-9089-25919af959f4
19.12.2019,Vorgehen gegen die Hisbollah,/resource/blob/674466/84d91313223a8c4e78e08de9f5ec3880/20191219_2_xls.xlsx,/resource/blob/674462/3e09a9108c5f8df43ec7fe7af7ea5e4a/20191219_2.pdf,a242c9fe-3b29-4371-bfa8-770783a141c7
19.12.2019,Föderale Sicherheitsarchitektur,/resource/blob/674464/1e8f4350aa0c0ed2b2b59cc37e2b35d5/20191219_1_xls.xlsx,/resource/blob/674460/589b03879585a51547b3adaf5737748d/20191219_1.pdf,2f85147c-e454-494b-9c38-21841b733244
29.11.2019,Entschließungsantrag AfD - Einzelplan 60 (Allgemeine Finanzverwaltung),/resource/blob/670632/a5273a3cf11664f1a734f2c2937ae3b2/20191129_3_xls.xlsx,/resource/blob/670630/dd38e906685cd43141c06570094d25a2/20191129_3.pdf,8cebcf5c-a70a-4f8b-906e-76be7c45542f
29.11.2019,Entschließungsantrag AfD - Einzelplan 14 (Verteidigung),/resource/blob/670636/f9cda41e070f1f7d7402768efcdd5afc/20191129_2_xls.xlsx,/resource/blob/670634/612956e94ad70c0ebfe09a0263ee0fe5/20191129_2.pdf,2a9704cb-1c82-402e-805f-676541a327a4
29.11.2019,Haushaltsjahr 2020,/resource/blob/670624/eaf7956e3d79764bc0036e107dedac50/20191129_1_xls.xlsx,/resource/blob/670622/abba5e4d133cff28e1e9625ec425dd38/20191129_1.pdf,4928718b-aae1-41e4-8aa1-c21b38295606
27.11.2019,Einzelplan 04 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes,/resource/blob/670296/65b47dde12edf6f040f949bff1671e20/20191127_1_xls.xlsx,/resource/blob/670294/5436912df3ca878073b1c499529600ef/20191127_1.pdf,05bcbdb3-f7e1-4f8d-851d-c3ac082c6fc7
26.11.2019,Änderungsantrag der AfD-Fraktion zu Einzelplan 16 (Umweltministerium),/resource/blob/670154/4959debc9cce372e510669e509a31ad0/20191126_1_xls.xlsx,/resource/blob/670152/8b80b9f859a440eedaf68aa3933677c1/20191126_1.pdf,d6c88b9e-a2fa-4bbd-9241-87b127a5de3d
14.11.2019,Änderung des Luftverkehrsteuergesetzes,/resource/blob/668756/5045793ec00a4b7ceec894b2fdd25aa3/20191115_1_xls.xlsx,/resource/blob/668758/0b0976998a0ad420f6e85c30e00afca2/20191115_1.pdf,a3d86463-57f9-4be2-8bab-9e7d0178e3f7
14.11.2019,Beschlussempfehlung zu Einsatz chemischer Pflanzenschutzmittel,/resource/blob/668578/b8c944c2a8b0afe628bcc37972a9a427/20191114_6_xls.xlsx,/resource/blob/668576/0b6ef8b626ce89be1dad07fb03d043cd/20191114_6.pdf,3b6cde68-10f5-4ac5-936b-ec8f8ea1758c
14.11.2019,Beschlussempfehlung zu Verbot von Tierexporten,/resource/blob/668582/36a8f56582c48833f31b36146c849303/20191114_7_xls.xlsx,/resource/blob/668580/cf183733d3891161b6e740f0d34584db/20191114_7.pdf,6ca5a571-0417-4e65-bf0a-c56feed78083
14.11.2019,Stärkung der Impfprävention (Masernschutz),/resource/blob/668534/cb994f39d4a947418492270cd8289705/20191114_5_xls.xlsx,/resource/blob/668530/6921bc184bdc293affed09df2c49b6a7/20191114_5.pdf,6e9c15d3-d6a3-470c-bbbf-546c4c199764
14.11.2019,Wettbewerbsfähigkeit der deutschen Wirtschaft,/resource/blob/668528/d0ea1cf64023e338574d47384738c877/20191114_4_xls.xlsx,/resource/blob/668524/98e52804e68227325650acbe475227e2/20191114_4.pdf,000ffae2-4c7a-4839-8212-bd3b003a9366
14.11.2019,Beschlussempfehlung des Finanzausschusses zum Antrag 19/4898,/resource/blob/668478/31c6838ed31e4f55649fdb5fea72ce30/20191114_3_xls.xlsx,/resource/blob/668480/68459f293546ff7b0c326d0de75a1689/20191114_3.pdf,bcce3360-547b-4971-9e49-07f12ee030f8
14.11.2019,Gesetzentwurf der FDP: Abschaffung des Solidaritätszuschlags,/resource/blob/668474/a986e258e03dbc9c14ad7d8c64c479b5/20191114_2_xls.xlsx,/resource/blob/668476/5014fdf59fdbe2bc16d1ce2a661c6438/20191114_2.pdf,06838c5d-259f-4bfa-9ad2-c8fd07bd1202
14.11.2019,Gesetzentwurf der Bundesregierung: Solidaritätszuschlag,/resource/blob/668466/b1dcc0a4246c2afe233c141d54683cd6/20191114_1_xls.xlsx,/resource/blob/668472/2b9b9425b899cd38798204aa59542b0d/20191114_1.pdf,6f85a948-d753-4ef7-96c5-f5589082551c
13.11.2019,Änderungsantrag zu Direktzahlungen-Durchführungsgesetz,/resource/blob/668320/caa14bf091a4ba10e70d35bcd259f757/20191113_1_xls.xlsx,/resource/blob/668318/1b21fc45ee65a5de2bb43e7da561992a/20191113_1.pdf,2206dc53-3d6c-42f4-b9ea-6ffc1fd68568
